target,browser,player,codec,platform,user,data_points,mean,stdev,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10
player,firefox,*,sample.mp4,Windows-10-10.0.19044-SP0,*,300,66.66666666666667,6.101001739241042,75.0,58.333333333333336,55.00000000000001,63.33333333333333,70.0,70.0,63.33333333333333,71.66666666666667,71.66666666666667,68.33333333333333
player,CHROME,*,sample.mp4,Windows-10-10.0.19044-SP0,*,300,71.0,5.066228051190221,75.0,68.33333333333333,68.33333333333333,61.66666666666667,68.33333333333333,78.33333333333333,71.66666666666667,66.66666666666666,78.33333333333333,73.33333333333333
player,EDGE,*,sample.mp4,Windows-10-10.0.19044-SP0,*,300,75.66666666666666,4.229525846816509,75.0,76.66666666666667,81.66666666666667,76.66666666666667,70.0,66.66666666666666,78.33333333333333,76.66666666666667,80.0,75.0
player,CHROME,*,sample.3gp,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,86.5,4.374801582802226,93.33333333333333,86.66666666666667,86.66666666666667,83.33333333333334,85.0,83.33333333333334,81.66666666666667,95.0,81.66666666666667,88.33333333333333
player,EDGE,*,sample.3gp,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,90.5,3.4999999999999964,86.66666666666667,98.33333333333333,91.66666666666666,93.33333333333333,91.66666666666666,86.66666666666667,86.66666666666667,91.66666666666666,88.33333333333333,90.0
player,FIREFOX,*,sample.3gp,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,78.16666666666666,5.6494837522261,78.33333333333333,75.0,73.33333333333333,78.33333333333333,86.66666666666667,73.33333333333333,80.0,73.33333333333333,90.0,73.33333333333333
player,CHROME,*,sample.flv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,92.66666666666666,1.3333333333333344,90.0,91.66666666666666,91.66666666666666,93.33333333333333,93.33333333333333,93.33333333333333,91.66666666666666,93.33333333333333,95.0,93.33333333333333
player,EDGE,*,sample.flv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,90.16666666666666,4.044887033170531,81.66666666666667,88.33333333333333,95.0,90.0,91.66666666666666,86.66666666666667,88.33333333333333,90.0,95.0,95.0
player,FIREFOX,*,sample.flv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,85.16666666666667,4.3748015828022275,85.0,88.33333333333333,86.66666666666667,88.33333333333333,83.33333333333334,90.0,78.33333333333333,76.66666666666667,90.0,85.0
player,CHROME,*,sample.mkv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,91.83333333333333,2.5221243250702616,88.33333333333333,91.66666666666666,90.0,91.66666666666666,96.66666666666667,91.66666666666666,88.33333333333333,93.33333333333333,91.66666666666666,95.0
player,EDGE,*,sample.mkv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,95.0,3.7267799624996503,91.66666666666666,90.0,98.33333333333333,95.0,88.33333333333333,100.0,95.0,95.0,98.33333333333333,98.33333333333333
player,FIREFOX,*,sample.mkv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,82.16666666666666,3.419714088113867,83.33333333333334,80.0,80.0,83.33333333333334,86.66666666666667,85.0,80.0,75.0,86.66666666666667,81.66666666666667
player,CHROME,*,sample.mp4,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,93.49999999999999,2.522124325070261,93.33333333333333,91.66666666666666,88.33333333333333,93.33333333333333,95.0,95.0,98.33333333333333,93.33333333333333,95.0,91.66666666666666
player,EDGE,*,sample.mp4,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,88.33333333333334,3.1622776601683746,83.33333333333334,85.0,86.66666666666667,88.33333333333333,85.0,93.33333333333333,90.0,91.66666666666666,91.66666666666666,88.33333333333333
player,FIREFOX,*,sample.mp4,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,75.66666666666666,5.9254629448770615,68.33333333333333,81.66666666666667,75.0,81.66666666666667,75.0,83.33333333333334,70.0,80.0,76.66666666666667,65.0
player,CHROME,*,sample.3gp,macOS-13.0-arm64-arm-64bit,*,300,97.49999999999999,2.608745973749756,96.66666666666667,96.66666666666667,95.0,98.33333333333333,100.0,100.0,91.66666666666666,100.0,96.66666666666667,100.0
player,FIREFOX,*,sample.3gp,macOS-13.0-arm64-arm-64bit,*,300,86.33333333333333,4.3333333333333295,81.66666666666667,81.66666666666667,95.0,86.66666666666667,88.33333333333333,85.0,88.33333333333333,91.66666666666666,83.33333333333334,81.66666666666667
player,SAFARI,*,sample.3gp,macOS-13.0-arm64-arm-64bit,*,300,99.5,0.7637626158259755,98.33333333333333,100.0,100.0,100.0,98.33333333333333,100.0,100.0,100.0,100.0,98.33333333333333
player,CHROME,*,sample.flv,macOS-13.0-arm64-arm-64bit,*,300,99.5,0.7637626158259755,98.33333333333333,100.0,100.0,98.33333333333333,100.0,100.0,98.33333333333333,100.0,100.0,100.0
player,FIREFOX,*,sample.flv,macOS-13.0-arm64-arm-64bit,*,300,85.16666666666667,4.3748015828022275,85.0,91.66666666666666,86.66666666666667,76.66666666666667,90.0,86.66666666666667,85.0,85.0,78.33333333333333,86.66666666666667
player,SAFARI,*,sample.flv,macOS-13.0-arm64-arm-64bit,*,300,98.00000000000001,2.2110831935702664,100.0,95.0,95.0,100.0,100.0,96.66666666666667,100.0,95.0,98.33333333333333,100.0
player,CHROME,*,sample.mkv,macOS-13.0-arm64-arm-64bit,*,300,98.66666666666666,1.4529663145135563,100.0,100.0,98.33333333333333,96.66666666666667,98.33333333333333,100.0,100.0,96.66666666666667,100.0,96.66666666666667
player,FIREFOX,*,sample.mkv,macOS-13.0-arm64-arm-64bit,*,300,81.66666666666667,4.346134936801766,85.0,76.66666666666667,88.33333333333333,78.33333333333333,75.0,80.0,86.66666666666667,78.33333333333333,85.0,83.33333333333334
player,SAFARI,*,sample.mkv,macOS-13.0-arm64-arm-64bit,*,300,99.83333333333334,0.5000000000000014,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.33333333333333,100.0
player,CHROME,*,sample.mp4,macOS-13.0-arm64-arm-64bit,*,300,98.83333333333334,1.067187372905475,100.0,98.33333333333333,100.0,100.0,96.66666666666667,98.33333333333333,98.33333333333333,98.33333333333333,98.33333333333333,100.0
player,FIREFOX,*,sample.mp4,macOS-13.0-arm64-arm-64bit,*,300,85.0,5.773502691896256,86.66666666666667,86.66666666666667,78.33333333333333,76.66666666666667,81.66666666666667,81.66666666666667,88.33333333333333,95.0,93.33333333333333,81.66666666666667
player,SAFARI,*,sample.mp4,macOS-13.0-arm64-arm-64bit,*,300,98.33333333333334,1.2909944487358038,96.66666666666667,98.33333333333333,98.33333333333333,100.0,98.33333333333333,98.33333333333333,100.0,96.66666666666667,100.0,96.66666666666667
browser,*,MPLAYER,sample.3gp,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.3gp,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.3gp,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.flv,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.flv,Windows-10-10.0.19044-SP0,*,300,98.33333333333334,1.4907119849998591,96.66666666666667,98.33333333333333,98.33333333333333,100.0,98.33333333333333,95.0,100.0,98.33333333333333,98.33333333333333,100.0
browser,*,VLC,sample.flv,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.mkv,Windows-10-10.0.19044-SP0,*,300,99.5,0.7637626158259755,100.0,100.0,100.0,98.33333333333333,98.33333333333333,100.0,100.0,100.0,100.0,98.33333333333333
browser,*,MPV,sample.mkv,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.mkv,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.mp4,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.mp4,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.mp4,Windows-10-10.0.19044-SP0,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.3gp,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.3gp,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.33333333333333,1.105541596785133,100.0,100.0,100.0,98.33333333333333,98.33333333333333,96.66666666666667,100.0,100.0,100.0,100.0
browser,*,VLC,sample.3gp,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.66666666666666,0.6666666666666686,98.33333333333333,100.0,98.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.flv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.5,0.7637626158259755,100.0,100.0,100.0,98.33333333333333,100.0,98.33333333333333,100.0,100.0,98.33333333333333,100.0
browser,*,MPV,sample.flv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.5,1.067187372905474,100.0,96.66666666666667,98.33333333333333,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.flv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.66666666666666,0.6666666666666686,100.0,100.0,100.0,100.0,100.0,100.0,98.33333333333333,98.33333333333333,100.0,100.0
browser,*,MPLAYER,sample.mkv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.mkv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.16666666666667,1.707825127659932,100.0,100.0,100.0,96.66666666666667,100.0,100.0,100.0,95.0,100.0,100.0
browser,*,VLC,sample.mkv,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.5,0.7637626158259755,100.0,100.0,100.0,98.33333333333333,100.0,100.0,98.33333333333333,100.0,100.0,98.33333333333333
browser,*,MPLAYER,sample.mp4,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.0,1.1055415967851334,98.33333333333333,98.33333333333333,98.33333333333333,100.0,96.66666666666667,100.0,100.0,98.33333333333333,100.0,100.0
browser,*,MPV,sample.mp4,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,98.83333333333333,1.067187372905475,98.33333333333333,98.33333333333333,100.0,98.33333333333333,98.33333333333333,100.0,96.66666666666667,98.33333333333333,100.0,100.0
browser,*,VLC,sample.mp4,Linux-5.15.0-56-generic-x86_64-with-glibc2.35,*,300,99.33333333333333,0.8164965809277284,98.33333333333333,100.0,98.33333333333333,100.0,100.0,100.0,98.33333333333333,98.33333333333333,100.0,100.0
browser,*,MPLAYER,sample.3gp,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.3gp,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.3gp,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.flv,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.flv,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.flv,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.mkv,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.mkv,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.mkv,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPLAYER,sample.mp4,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,MPV,sample.mp4,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
browser,*,VLC,sample.mp4,macOS-13.0-arm64-arm-64bit,*,300,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
